railroad,symbol,yard,kind,block,next_train,members,resolved,yard_ids,unresolved
UP,G4SE-##,"Global 4, grouped by destination within each block",leaving,Wallula UP IM,MHKSK,,id:1495 class:im,,
UP,G4SE-##,"Global 4, grouped by destination within each block",leaving,Portland Terminal 6 UP,MHKPD/MHKEU,,id:2140,,
UP,G4SE-##,"Global 4, grouped by destination within each block",leaving,Tacoma IM,,"Tacoma Washington United , Tacoma Container Terminal",id:2711 id:3289 id:2712,,
UP,G4SE-##,"Global 4, grouped by destination within each block",leaving,Seattle,,"Seattle Argo, Seattle Harbor Island ->YSE21R",id:1481 id:1538,,
UP,G4SE-##,Council Bluffs,added at,LA Harbors IM,INPOA,"Dolores/ICTF, Long Beach, Terminal Island, TRAPAC [TriPac], West Basin",id:1001 id:1014 id:1149 id:2514 id:2515 id:2516 id:2517 id:3090 id:3091 id:3092 id:3093 id:3094 id:3095 id:1389 id:3097 id:3104 id:3102 id:3103,1107|1115|1767|1768|2583|2584,
UP,G4SE-##,Tacoma Fife,added at,Brooklyn IM,,"LATC, Mesquite",id:1203 id:1845,1502,
UP,G3CL-##,Global 3,leaving,Cincinnatti Gest IM,,,id:2048 class:im,1760,
UP,G3CL-##,Global 3,leaving,Cleveland Maple Heights IM,,,id:1451 class:im,1760,
UP,G3CL-##,Global 3,leaving,Austell IM,,,id:1244 class:im,1760,
UP,SALD-##,SAIT,leaving,Port Laredo IM,,,id:1285 class:im,,
UP,YCCN-##,Yard Center,leaving,CN IM,,"All outbound CN IM from ILDYC, grouped by destination",class:im,,
UP,YCCN-##,Markham,leaving,GMTX IM,,Mexico Eagle Pass Interchange UP IM,id:2447 class:im,1721,
UP,MQMQ-##,DIT,leaving,Dallas,,"Reisor Autos, Midlothian Autos, home shop IM wells",id:2398 class:auto id:2031 id:2032 id:2364 class:auto class:im,,home shop IM wells
UP,MQMQ-##,DIT,leaving,Mesquite Autos,,,id:1845 class:auto,,
UP,MQMQ%-##,Mesquite,leaving,Standard Priority LA IM,IDISI,,class:im,1845,Standard Priority LA
UP,MQMQ%-##,Mesquite,leaving,Mexico Laredo IM,MMNMX,,id:2482 id:2483 id:2484 class:im,1845,
UP,MQMQ%-##,Mesquite,leaving,Mexico Eagle Pass IM,MMNMX,,id:2446 id:2447 class:im,1845,
UP,MQMQ%-##,Mesquite,leaving,Dallas Intermodal Terminal IM,,,id:1938 class:im,1845,
UP,DIMX%-##,"Dallas Miller, with IM grouped by destination in each block",leaving,SAIT,ISALD/ZYCEG,"IM for Port Laredo, SAIT, Mexico Eagle Pass UP, Houston",id:1285 class:im id:3118 id:2447 id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937,,
UP,DIMX%-##,"Dallas Miller, with IM grouped by destination in each block",leaving,KCSM IM,,Mexico Laredo Interchange UP IM only,id:2482 class:im,,
UP,DIMX%-##,"Dallas Miller, with IM grouped by destination in each block",leaving,KCSM,,Autoracks/Manifest Mexico Laredo Interchange UP only,class:auto,,Autoracks/Manifest Mexico Laredo Interchange UP
UP,SLG4-##,"Dupo, grouped by destination in each block",leaving,Global 4,,ITUAS Global 4 IM,class:im,,ITUAS Global 4
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,Los Angeles,,"LATC->ILALA, East LA, Mesquite IM ->ZLAMQ",id:1203 id:1588 id:1845 class:im,,
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,NS Southeast IM,ZLAAI/ZLAMN,"Austell, Miami FEC, Jacksonville, Charlotte, misc NS southeast",id:1244 id:1077 id:1057 id:1118 id:1122 id:1431 id:1656 id:1679 id:2034 id:2035 id:2071 id:2072 id:2073 id:2715 id:3181 region:NS:B1 region:NS:B2 region:NS:B3,,
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,Santa Teresa,ILBHO,"Santa Teresa, Mexico El Paso, San Antonio, Port Laredo, Houston",id:1403 id:2486 id:2487 id:2239 id:2242 id:3118 id:3119 id:3432 id:1285 id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937,,
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,Mesquite Autos,ILBDI,,id:1845 class:auto,,
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,Terminal Island,,"Terminal Island ITCF, Long Beach Hanjin, APM Pier 400, Global South",id:1146 id:3098 id:1149 id:3101 id:1152 id:1163 id:3099,,
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,Long Beach,,"Long Beach ITF, Long Beach Container Terminal, Long Beach Pacific Container Terminal, Long Beach Pier A",id:2515 id:3094 id:2516 id:3092 id:2514 id:3093 id:2517 id:3091,,
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,LA Harbor,,,id:1103 id:1090,,
UP,LTLB%-##,"Lathrop, with cars grouped by destination",leaving,Dolores ICTF,,,id:1001,,
UP,SAMX-##,"SAIT, all billed for Mexico Laredo Interchange UP",leaving,KCSM IM,,,class:im,,KCSM
UP,SAMX-##,"SAIT, all billed for Mexico Laredo Interchange UP",leaving,KCSM Loaded Autos,,,class:auto class:loaded,,KCSM
UP,SAMX-##,"SAIT, all billed for Mexico Laredo Interchange UP",leaving,KCSM manifest,,,,,KCSM
UP,SAMX-##,"SAIT, all billed for Mexico Laredo Interchange UP",leaving,KCSM Empty Autos,,,class:auto class:empty,,KCSM
UP,G4LB-##,"Global 4, grouped by destination within each block",leaving,Terminal Island,,"LA TICTF, LA Pier 400, LA Global South, Long Beach Pier T",id:1146 id:3098 id:1152 id:3100 id:1163 id:3099 id:1149 id:3101,,
UP,G4LB-##,"Global 4, grouped by destination within each block",leaving,Long Beach,,"Long Beach ITS, Long Beach PCT, Long Beach Terminal A",id:2515 id:3094 id:2514 id:3093 id:2517 id:3091,,
UP,G4LB-##,"Global 4, grouped by destination within each block",leaving,LA Harbor,,"TRAPAC [TriPac], West Basin",id:3104 id:3102 id:3103,,
UP,G4LB-##,"Global 4, grouped by destination within each block",leaving,Dolores ICTF,,,id:1001,,
UP,DIMN%-##,"DIT, grouped by destination in each block",leaving,Marion IM,,Marion,id:1180 id:1448 id:1705,,
UP,DIMN%-##,"DIT, grouped by destination in each block",leaving,NS Southeast,IMNME,"Huntsville, Charleston NS, Charlotte NS, Miami FEC, Jacksonville, Austell, Misc NS Southeast",id:1432 id:1838 id:1274 id:1077 id:1057 id:1118 id:1122 id:1431 id:1656 id:1679 id:2034 id:2035 id:2071 id:2072 id:2073 id:2715 id:1244 region:NS:B1 region:NS:B2 region:NS:B3,,
UP,DIMN%-##,"DIT, grouped by destination in each block",leaving,CSX Southeast,MNLNV,"Fairburn, Charleston, Misc. CSX Southeast destinations",id:1261 id:1838,,Misc. CSX Southeast destinations
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,Mesquite,ZBRLC,,id:1845,,
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,LATC,ZBRLC,,id:1203,,
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,Bremerton,,PSAP IM,rr:PSAP class:im,,
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,Global 4,ZBRG2/YPD81,,id:2183,,
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,"Northwest Ohio ICTF, South Kearney, W. Springfield, Chambersburg, Misc CSX Northeast",ZBRG2,,,,"Northwest Ohio ICTF, South Kearney, W. Springfield, Chambersburg, Misc CSX Northeast"
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,"Harrisburg, Jersey City Croxton, Cleveland Heights, Mechanicville, Misc NS Northeast",ZBRG2,,,,"Harrisburg, Jersey City Croxton, Cleveland Heights, Mechanicville, Misc NS Northeast"
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,"KC Neff, Dupo, Marion",ZBRG2/YPD81,,,,"KC Neff, Dupo, Marion"
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,"Port Laredo, Austell, Huntsville, Charleston IMF, Misc NS Southeast, Fairburn, Misc CSX Southeast",ZBRG2,,,,"Port Laredo, Austell, Huntsville, Charleston IMF, Misc NS Southeast, Fairburn, Misc CSX Southeast"
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,Council Bluffs,ZBRG2,,id:1107 id:1115 id:1767 id:1768 id:2583 id:2584 id:3064,,
UP,SEBR%-##,"Seattle, grouped by destination within each block",leaving,Brooklyn Baretables,,empty wells for Portland Brooklyn,,,empty wells for Portland Brooklyn
UP,SIEP%-##,Santa Teresa,leaving,Mexico El Paso IM,MEPST,,id:2486 id:2487 class:im,1403,
UP,SIEP%-##,Santa Teresa,leaving,Alfalfa,,All received manifest from passing trains,,1403,All received manifest from passing trains
UP,SIEP%-##,Santa Teresa,leaving,"Outbound Manifest from worked local industries,",,,,1403,"Outbound Manifest from worked local industries,"
UP,SIEP%-##,Dallas St,added at,Global 4 IM,,,id:2183 class:im,1779,
UP,SIEP%-##,Dallas St,added at,Dallas Alfalfa,,All outbound manifest from Mexico El Paso UP/El Paso UP,,1779,
UP,DIMX-##,"Dallas Miller, with IM grouped by destination in each block",leaving,SAIT IM,,"Port Laredo ->ISALD, SAIT, Mexico Eagle Pass UP ->ZYCEG",id:1285 id:3118 id:2447,,
UP,DIMX-##,"Dallas Miller, with IM grouped by destination in each block",leaving,Houston IM,ILBHO,"Houston, Houston Bourbour's Cut",id:1372 id:1374 id:1378 id:1383 id:1460 id:1812 id:1878 id:1879 id:1880 id:1935 id:1936 id:1937,,Houston Bourbour's Cut
UP,DIMX-##,"Dallas Miller, with IM grouped by destination in each block",leaving,KCSM IM,,Mexico Laredo Interchange UP IM only,id:2482 class:im,,
UP,DIMX-##,"Dallas Miller, with IM grouped by destination in each block",leaving,KCSM,,Autoracks/Manifest for Mexico Laredo Interchange UP only,class:auto,,Autoracks/Manifest for Mexico Laredo Interchange UP
UP,LBDI%-##,Dolores ICTF,leaving,Mesquite Autos,IMQMQ,Mesquite,id:1845,,
UP,LBDI%-##,Dolores ICTF,leaving,Reisor Autos,IMQMQ,Reisor,id:2398,,
UP,LBDI%-##,Dolores ICTF,leaving,Dallas Intermodal Terminal,,,id:1938,,
UP,LBDI%-##,Dolores ICTF,leaving,Marion IM,IDIMN,,id:1180 id:1448 id:1705 class:im,,
UP,LBDI%-##,Dolores ICTF,leaving,NS Southeast IM,IDIMN,"Hunstville, Charleston NS, Charlotte NS, Miami FEC, Austell, Misc NS Southeast",id:1432 id:1838 id:1274 id:1077 id:1244 region:NS:B1 region:NS:B2 region:NS:B3,,
UP,LBDI%-##,Dolores ICTF,leaving,CSX Southeast IM,IDIMN,"Charlotte CSX, Misc CSX Southeast",id:3181 region:CSX:B,,
UP,G4G2-##,"Global 4, grouped by destination within each block",leaving,Global 2 IM,,"Global 2 IM, stray Global 1 IM, LATC IM, East LA IM",id:1595 class:im class:im id:1203 class:im id:1588 class:im,,stray Global 1
UP,MNMX%-##,"Marion, with IM grouped by destination in each block",leaving,San Antonio IM,,"SAIT, Port Laredo IM, Houston Barbour's Cut, Houston Settegast",id:3118 id:1285 class:im id:1812 id:2528 id:3780 id:3480,,
UP,MNMX%-##,"Marion, with IM grouped by destination in each block",leaving,Eagle Pass IM,,IM for Mexico Eagle Pass Interchange UP,id:2447 class:im,,
UP,MNMX%-##,"Marion, with IM grouped by destination in each block",leaving,LATC IM,IDISI,IM for LATC,id:1203 class:im,,
UP,MNMX%-##,"Marion, with IM grouped by destination in each block",leaving,KCSM,,Autos/manifest for Mexico Laredo Interchange UP ONLY,class:auto,,Autos/manifest for Mexico Laredo Interchange UP
UP,MNMX%-##,"Marion, with IM grouped by destination in each block",leaving,Westfield Autos,,Loaded autoracks for Westfield,id:1375 class:auto,,
UP,MNMX%-##,"Marion, with IM grouped by destination in each block",leaving,NLR,,Overflow MSFNL NLR block,ref:MSFNL:NLR,,
UP,MNMX%-##,Reisor,created at,Ft Worth,,"TX, NM, AZ, CA, NV, UT",st:TX st:NM st:AZ st:CA st:NV st:UT,2398,
UP,MNMX%-##,Reisor,created at,Arlington Empty Autos,,Empty autoracks for Arlington TX,class:auto,2398,Empty autoracks for Arlington TX
UP,MNMX%-##,DIT,created at,KCSM Autos,,Autoracks for Mexico Laredo Interchange UP,id:2482 class:auto,,
UP,LBLA%-##,ICTF,leaving,Dupo IM,,,id:1578 class:im,,
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,San Antonio IM,,"San Antonio SAIT, Port Laredo->ISALD, Dallas Intermodal Terminal->MLDDI, Tucson->ISALB",id:3118 id:1285 id:1938 id:1477,,
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,Mexico Eagle Pass intermodal/baretables,MEWEG,,class:im,,Mexico Eagle Pass intermodal/baretables
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,Lathrop,ISALB,,id:1857,,
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,Terminal Island IM,ISALB,"Terminal Island ITCF, Long Beach Hanjin, APM, Pier 400, Global South",id:1146 id:3098 id:1149 id:3101 id:1152 id:1152 id:1163 id:3099,,
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,Long Beach IM,ISALB,"Long Beach ITF, Long Beach Pacific Container Terminal, Long Beach Pier A",id:2515 id:3094 id:2514 id:3093 id:2517 id:3091,,
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,"LA Harbor, Dolores ICTF IM",ISALB,,class:im,,"LA Harbor, Dolores ICTF"
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,KCSM,IYCMX,Overflow Mexico Laredo UP,ref:Mexico:Laredo_UP,,
UP,HOSA%-##,"Houston, with IM blocks grouped by destination",leaving,San Antonio Manifest,,"San Antonio, Gardendale, Port Laredo, Gonzales, Halsted",id:2239 id:2242 id:3118 id:3119 id:3432 id:2481 id:1285 id:1160 id:2485,,
UP,G4SIB-##,"Global 4, grouped by destination within each block",leaving,City of Industry,ISALB,,id:1095,,
UP,G4SIB-##,"Global 4, grouped by destination within each block",leaving,Tuscon IM,MHNPX,,id:1477 class:im,,
UP,G4SIB-##,"Global 4, grouped by destination within each block",leaving,Terminal Island,,"LA TITCF, LA Pier 400, LA Global South, Long Beach Pier T",id:1146 id:3098 id:1152 id:3100 id:1163 id:3099 id:1149 id:3101,,
UP,G4SIB-##,"Global 4, grouped by destination within each block",leaving,Long Beach,,"Long Beach ITS, Long Beach Container Terminal, Long Beach PCT, Long Beach Terminal A",id:2515 id:3094 id:2516 id:3092 id:2514 id:3093 id:2517 id:3091,,
UP,G4SIB-##,"Global 4, grouped by destination within each block",leaving,LA Harbor,,"TRAPAC [TriPac], West Basin",id:3104 id:3102 id:3103,,
UP,G4SIB-##,"Global 4, grouped by destination within each block",leaving,Dolores ICTF,,,id:1001,,
UP,NLMN%-##,"NLR, grouped by destination in each block",leaving,Marion,,Marion IM only,id:1180 id:1448 id:1705 class:im,,
UP,NLMN%-##,"NLR, grouped by destination in each block",leaving,CSX Southeast,MNLNV,"Fairburn, Charleston, Misc. CSX Southeast destinations",id:1261 id:1838,,Misc. CSX Southeast destinations
UP,LBDI-##,Dolores ICTF,leaving,Mesquite Autos,IMQMQ,Mesquite,id:1845,,
UP,LBDI-##,Dolores ICTF,leaving,Reisor Autos,IMQMQ,Reisor,id:2398,,
UP,LBDI-##,Dolores ICTF,leaving,Dallas Intermodal Terminal,,,id:1938,,
UP,CBOA%-##,"Council Bluffs, with IM grouped by destination in each block",leaving,Oakland IM,,IM for Oakland UP,id:1566 class:im,,
UP,CBOA%-##,"Council Bluffs, with IM grouped by destination in each block",leaving,Seattle IM,MSSNP,"Pocatello, Portland Terminal 6 UP, Tacoma Washington United , Tacoma Container Terminal, Seattle Argo, Seattle Harbor Island",id:1843 id:2140 id:2711 id:3289 id:2712 id:1481 id:1538,,
UP,CBOA%-##,"Council Bluffs, with IM grouped by destination in each block",leaving,LA Harbors IM,MSSNP,"IM for Dolores/ICTF, Long Beach, Terminal Island, LA Harbor",id:1001 class:im id:1014 id:1149 id:2514 id:2515 id:2516 id:2517 id:3090 id:3091 id:3092 id:3093 id:3094 id:3095 id:1389 id:3097 id:1103 id:1090,,
UP,CBOA%-##,"Council Bluffs, with IM grouped by destination in each block",leaving,North Platte manifest,,"North Platte, Sidney UP, OR, ID, WA, MT, CO, WY, UT, CA, NV",id:1683 id:1199 st:OR st:ID st:WA st:MT st:CO st:WY not:RCPE st:UT st:CA st:NV,,
UP,CBOA%-##,"Council Bluffs, with IM grouped by destination in each block",leaving,Columbus,,"Grand Island, NCRC",id:2261 rr:NCRC,,
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,Mira Loma Autos,MSIML,,id:1406 class:auto,,
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,Terminal Island,,"LA TITCF, LA Pier 400, LA Global South, Long Beach Pier T",id:1146 id:3098 id:1152 id:3100 id:1163 id:3099 id:1149 id:3101,,
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,Long Beach,,"Long Beach ITF, Long Beach Pacific Container Terminal, Long Beach Pier A",id:2515 id:3094 id:2514 id:3093 id:2517 id:3091,,
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,LA Harbor,,"TRAPAC [TriPac], West Basin",id:3104 id:3102 id:3103,,
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,"Dolores ICTF, Dolores Baretables",,,,,"Dolores ICTF, Dolores Baretables"
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,LATC,ZSALB,"East LA, LATC",id:1588 id:1203,,
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,Tuscon IM,MHNPX,,id:1477 class:im,,
UP,DILB%-##,"Dallas Intermodal Terminal, grouped by destination in each block",leaving,Santa Teresa Baretables,,Empty wells billed to Santa Teresa,,,Empty wells billed to Santa Teresa
UP,LBG4%-##,"ICTF, grouped by destination in each block",leaving,NS Northeast,IG4G3,"Bethlehem, Norfolk, Jersey City Croxton, Columbus NS, Harrisburg, misc NS northeast IM",id:1346 id:3558 id:3559 id:3561 id:1108 id:1447 id:1639 id:1453 id:1476 region:NS:A1 region:NS:A2 region:NS:A3 class:im,,
UP,LBG4%-##,"ICTF, grouped by destination in each block",leaving,CSX Northeast,IG4G3,"Detroit Livernois, Columbus CSX, Cleveland CSX, Cincinnati CSX, misc CSX Northeast IM",id:1697 id:2097 id:2098 id:1447 id:1639 id:3706 id:1455 id:2048 id:2445 region:CSX:A class:im,,
UP,LBG4%-##,"ICTF, grouped by destination in each block",leaving,Global 4,,Global 4 IM,id:2183 class:im,,
UP,LBG4%-##,"ICTF, grouped by destination in each block",leaving,Neff,,"KC Neff IM, Council Bluffs IM, Shell Rock IM, TCIT IM",id:1301 class:im id:1107 id:1115 id:1767 id:1768 id:2583 id:2584 id:3064 class:im id:2077 class:im class:im,,TCIT
UP,NPDU%-##,"North Platte, grouped by destination in each block",leaving,Neff IM,,,id:1301 class:im,,
UP,NPDU%-##,"North Platte, grouped by destination in each block",leaving,Dupo IM,,,id:1578 class:im,,
UP,NPDU%-##,"North Platte, grouped by destination in each block",leaving,Marion IM,IDUMN,,id:1180 id:1448 id:1705 class:im,,
UP,NPDU%-##,"North Platte, grouped by destination in each block",leaving,CSX Southeast,IDUMN,"Fairburn, Charlotte Pinoca, Charleston Bennett, Jacksonville Duval, Winter Haven,  other CSX southeast yards",id:1261 id:1907 id:1208 id:1679 id:1519,,other CSX southeast yards
UP,NPDU%-##,"North Platte, grouped by destination in each block",leaving,NS Southeast,IDUMN,"Huntsville, Austell, Miami FEC, other NS southeast",id:1432 id:1244 id:1077,,other NS southeast
UP,NPDU%-##,Neff,created at,Houston,IDUMN,"Houston Settegast IM, Houston Barbour's Cut UP IM",id:3480 class:im id:1812 class:im,,
UP,NPDU%-##,Neff,created at,Marion Autos,IDUMN,,id:1180 id:1448 id:1705 class:auto,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,CSX Southeast IM,,"Fairburn, Winter Haven, Charlotte Pinoca, Charleston Bennett, Jacksonville Duval, misc. CSX Southeast",id:1261 id:1519 id:1907 id:1208 id:1679 region:CSX:B,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,NS southeast IM,,"Huntsville, Charlotte IMF, Charleston Seven Mile, Austell, misc. NS Southeast",id:1432 id:1052 id:1991 id:1244 region:NS:B1 region:NS:B2 region:NS:B3,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,Port Laredo,MMNMX,,id:1285,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,"Marion IM, Marion Autos",,,class:auto class:im,,"Marion IM, Marion"
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,CN Autos,,Canton MS,id:1084,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,Terminal Island IM,IMNLB,"LA TITCF, LA Pier 400, LA Global South, Long Beach Pier T",id:1146 id:3098 id:1152 id:3100 id:1163 id:3099 id:1149 id:3101,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,Long Beach IM,IMNLB,"Long Beach ITS, Long Beach Container Terminal, Long Beach PCT, Long Beach Pier A",id:2515 id:3094 id:2516 id:3092 id:2514 id:3093 id:2517 id:3091,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,LA Harbor IM,IMNLB,"TRAPAC [TriPac], West Basin",id:3104 id:3102 id:3103,,
UP,DUMN%-##,"Dupo, grouped by destination in each block",leaving,Dolores ICTF baretables,IMNLB,,,,Dolores ICTF baretables
UP,NPOA%-##,"North Platte, grouped by destination in each block",leaving,Salt Lake City IM,,,id:1009 id:1325 id:2361 id:2362 id:3755 class:im,,
UP,NPOA%-##,"North Platte, grouped by destination in each block",leaving,CA IM,,"LATC, LA TITCF, LA Pier 400, LA Global South, Long Beach Pier T, Long Beach ITS, Long Beach Container Terminal, Long Beach PCT, Long Beach Terminal A, Los Angeles TRAPAC [TriPac], Los Angeles West Basin",id:1203 id:1146 id:3098 id:1152 id:3100 id:1163 id:3099 id:1149 id:3101 id:2515 id:3094 id:2516 id:3092 id:2514 id:3093 id:2517 id:3091 id:3102 id:3103,,Los Angeles TRAPAC [TriPac]
UP,NPOA%-##,"North Platte, grouped by destination in each block",leaving,Oakland IM,,"Oakland, Lathrop ->IOANP, Sparks IM ->IOANP",id:1566 id:2237 id:1857 id:1141 id:2338 class:im,,
UP,NPOA%-##,"North Platte, grouped by destination in each block",leaving,Oakland Reefers,,Refridgerated cars for Oakland UP,,,Refridgerated cars for Oakland UP
UP,NPOA%-##,Sparks,created at,Roseville,,Overflow MSPRV Roseville and I-5 Corridor as a single block,ref:MSPRV:Roseville_and_I-5_Corridor_as_a_single,1141|2338,
UP,MNME%-##,"Marion, grouped by destination in each block",leaving,Hunstville IM,,,id:1432 class:im,,
UP,MNME%-##,"Marion, grouped by destination in each block",leaving,Austell IM,,,id:1244 class:im,,
UP,MNME%-##,"Marion, grouped by destination in each block",leaving,Austell Connections IM,,"Charlotte IMF, Greensboro, Jacksonville, Miami FEC, Austell, Misc. NS Southeast IM",id:1052 id:1140 id:3198 id:1057 id:1118 id:1122 id:1431 id:1656 id:1679 id:2034 id:2035 id:2071 id:2072 id:2073 id:2715 id:1077 id:1244 region:NS:B1 region:NS:B2 region:NS:B3 class:im,,
UP,G4CL-##,"Global 3, IM grouped by destination in each block",leaving,Cincinatti Gest IM,,,class:im,,Cincinatti Gest
UP,G4CL-##,"Global 3, IM grouped by destination in each block",leaving,Austell IM,,,id:1244 class:im,,
UP,G4CL-##,"Global 3, IM grouped by destination in each block",leaving,Calumet,,"Louisville Buchel, Georgetown, misc NS Southeast IM",id:1132 region:NS:B1 region:NS:B2 region:NS:B3 class:im,,Louisville Buchel
