railroad,symbol,yard_id,yard,verb,block
CSX,I119-##,1002,W. Springfield,pick up,Rose Lake
CSX,I119-##,1002,W. Springfield,pick up,Avon
CSX,I119-##,1002,W. Springfield,pick up,Buffalo
CSX,I119-##,1002,W. Springfield,pick up,Syracuse IM
CSX,I155-##,1834,Chattanooga Wauhatchie CSX,pick up,UP Auto
CSX,I155-##,1526,Smyrna,pick up,UP Auto
CSX,I155-##,1449,Memphis Leewood CSX Yard,set out,Memphis IM
CSX,I154-##,1834,Chattanooga Wauhatchie CSX,pick up,Waycross
CSX,I154-##,1834,Chattanooga Wauhatchie CSX,pick up,Atlanta Manifest
CSX,I154-##,1224,Atlanta Howells Transfer Yard,set out,Waycross
CSX,I154-##,1224,Atlanta Howells Transfer Yard,set out,Atlanta Manifest
CSX,I187-##,1261,Fairburn,set out,Fairburn IM
CSX,I187-##,1261,Fairburn,pick up,Charlotte IM
CSX,I188-##,1261,Fairburn,pick up,BNSF Los Angeles
CSX,I188-##,1261,Fairburn,pick up,San Bernardino IM
CSX,I157-##,1474,Philadelphia Greenwich Yard,set out,Philadelpha IM
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Bedford Park
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Chicago 59th
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,CN Montreal
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,CN Toronto
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Buffalo
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Cincinnati
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Detroit IM
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,City of Industry
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Columbus
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,UP Chicago Global 4
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Northwest Ohio ICTF
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Los Angeles BNSF
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Rose Lake IM
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,Rose Lake
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,59th St
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,CN Montreal
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,CN Toronto
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,Buffalo IM
CSX,I157-##,1625,Syracuse DeWitt Yard,pick up,City of Industry IM
CSX,I157-##,1860,Buffalo Seneca Yard,set out,Buffalo
CSX,I157-##,1860,Buffalo Seneca Yard,pick up,Bedford Park
CSX,I157-##,1860,Buffalo Seneca Yard,pick up,City of Industry IM
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Intermodal Except Bedford Park
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Pick Up Bedford Park
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Fairburn
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Savannah Switch
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Jacksonville Switch IM
CSX,I131-##,1764,Walbridge,pick up,Avon
CSX,I131-##,1611,Avon,pick up,Laredo
CSX,I131-##,1611,Avon,pick up,Mexico
CSX,I131-##,1611,Avon,pick up,Santa Teresa IM
CSX,I132-##,1611,Avon,set out,Louisville IM
CSX,I132-##,1611,Avon,set out,Pick Up Walbridge
CSX,I132-##,1611,Avon,set out,LSRC
CSX,I132-##,1611,Avon,set out,Detroit
CSX,I132-##,1764,Walbridge,set out,Walbirdge
CSX,I132-##,1764,Walbridge,set out,LSRC
CSX,I132-##,1765,Detroit Rougemere Yard,set out,Detroit
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,City of Industry
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Columbus
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,UP Chicago Global 4
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Northwest Ohio ICTF
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Los Angeles BNSF
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Rose Lake IM
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,Rose Lake
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,59th St
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,CN Montreal
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,CN Toronto
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,Buffalo IM
CSX,I157-##,1625,Syracuse DeWitt Yard,pick up,City of Industry IM
CSX,I157-##,1860,Buffalo Seneca Yard,set out,Buffalo
CSX,I157-##,1860,Buffalo Seneca Yard,pick up,Bedford Park
CSX,I157-##,1860,Buffalo Seneca Yard,pick up,City of Industry IM
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Intermodal Except Bedford Park
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Pick Up Bedford Park
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Fairburn IM
CSX,I157-##,1474,Philadelphia Greenwich Yard,set out,Philadelpha IM
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Bedford Park
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Chicago 59th
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,CN Montreal
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,CN Toronto
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Buffalo
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Cincinnati
CSX,I157-##,1474,Philadelphia Greenwich Yard,pick up,Detroit IM
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,City of Industry
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Columbus
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,UP Chicago Global 4
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Northwest Ohio ICTF
CSX,I157-##,3294,Jersey City South Kearny Intermodal Terminal,pick up,Los Angeles BNSF IM
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,59th St
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,CN Montreal
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,CN Toronto
CSX,I157-##,1625,Syracuse DeWitt Yard,set out,Buffalo IM
CSX,I157-##,1625,Syracuse DeWitt Yard,pick up,City of Industry IM
CSX,I157-##,1860,Buffalo Seneca Yard,set out,Buffalo
CSX,I157-##,1860,Buffalo Seneca Yard,pick up,Bedford Park
CSX,I157-##,1860,Buffalo Seneca Yard,pick up,City of Industry IM
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Intermodal Except Bedford Park
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Pick Up Bedford Park
CSX,I157-##,2047,Northwest Ohio ICTF,set out,Fairburn IM
CSX,I112-##,1909,Monroe,pick up,Kearny IM
CSX,I111-##,1909,Monroe,set out,Charlotte IM
CSX,I188-##,1261,Fairburn,pick up,BNSF Los Angeles
CSX,I188-##,1261,Fairburn,pick up,San Bernardino IM
CSX,I187-##,1261,Fairburn,set out,Fairburn IM
CSX,I187-##,1261,Fairburn,pick up,Charlotte IM
CSX,I187-##,1909,Monroe,pick up,Charlottle IM
CSX,I147-##,2047,Northwest Ohio ICTF,set out,Hammond Auto
CSX,I147-##,2888,Pottersburg,pick up,Hammond Auto
CSX,L644-##,1185,Cayce CSX,set out,Dixiana Eastman
CSX,M214-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M214-##,1922,Cumberland,pick up,Baltimore Curtis Bay
CSX,M214-##,1922,Cumberland,set out,Philadelphia Auto
CSX,M214-##,1485,Jessup,set out,Jessup Auto
CSX,M200-##,2949,Garrett,pick up,Walbridge
CSX,M200-##,2949,Garrett,pick up,Columbus
CSX,M215-##,1456,Connellsville,pick up,Ashtabula
CSX,M215-##,2219,Demmler,set out,Demmler
CSX,M215-##,2219,Demmler,pick up,New Castle
CSX,M215-##,1078,New Castle CSX,set out,Ashtabula
CSX,M215-##,1078,New Castle CSX,set out,New Castle
CSX,M587-##,1819,Greenwood Maxwell Yard,pick up,Cayce
CSX,M218-##,1592,Jersey City Little Ferry Yard,set out,Little Ferry Auto
CSX,M218-##,1109,Jersey City N Bergen Intermodal Terminal,set out,North Bergen Auto
CSX,M214-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M214-##,1922,Cumberland,pick up,Baltimore Curtis Bay
CSX,M214-##,1922,Cumberland,set out,Philadelphia Auto
CSX,M214-##,1485,Jessup,set out,Jessup Auto
CSX,M214-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M214-##,1078,New Castle CSX,pick up,Demmler
CSX,M214-##,2219,Demmler,set out,Demmler
CSX,M214-##,1922,Cumberland,pick up,Jessup Auto
CSX,M214-##,1922,Cumberland,set out,Baltimore Curtis Bay Auto
CSX,M215-##,1456,Connellsville,pick up,Demmler
CSX,M215-##,1456,Connellsville,pick up,Ashtabula
CSX,M215-##,2219,Demmler,set out,Demmler
CSX,M215-##,2219,Demmler,pick up,New Castle
CSX,M215-##,1078,New Castle CSX,set out,Ashtabula
CSX,M215-##,1078,New Castle CSX,set out,New Castle
CSX,M200-##,2949,Garrett,pick up,Walbridge
CSX,M210-##,2108,Montgomery,set out,Montgomery
CSX,M210-##,2108,Montgomery,set out,West Point Empties
CSX,M210-##,2108,Montgomery,set out,Pick Up Louisville
CSX,M214-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M214-##,1078,New Castle CSX,pick up,Demmler
CSX,M214-##,2219,Demmler,set out,Demmler
CSX,M214-##,2219,Demmler,pick up,Connellsville
CSX,M214-##,1922,Cumberland,pick up,Jessup
CSX,M214-##,1922,Cumberland,pick up,Baltimore Auto
CSX,M214-##,1485,Jessup,set out,Jessup
CSX,M214-##,1485,Jessup,pick up,Baltimore Auto
CSX,M280-##,1526,Smyrna,set out,Empty Autoracks for Symrna TN
CSX,M280-##,1526,Smyrna,set out,Pick Up Louisville
CSX,M280-##,1526,Smyrna,set out,Buffalo
CSX,M280-##,1526,Smyrna,set out,East St Louis UP
CSX,M215-##,1456,Connellsville,set out,Connellsville
CSX,M215-##,1456,Connellsville,pick up,Ashtabula
CSX,M215-##,1456,Connellsville,pick up,New Castle
CSX,M215-##,1456,Connellsville,pick up,Demmler
CSX,M215-##,2219,McKeesport Demmler Yard,set out,Demmler
CSX,M215-##,1028,Willard,pick up,Walbridge
CSX,M215-##,1764,Walbridge,set out,Walbridge
CSX,M280-##,1224,Atlanta Howell Yard,pick up,Chattanooga
CSX,M280-##,1224,Atlanta Howell Yard,pick up,Nashville
CSX,M280-##,1840,Cartersville,pick up,Nashville
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,set out,Chattanooga
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,set out,Nashville
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,set out,Tyner Empties
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,set out,Pick Up Smyrna Empties
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,set out,Louisville Auto
CSX,M280-##,1526,Smyrna,set out,Smyrna Empties
CSX,M280-##,1526,Smyrna,set out,Pick Up ESTL UP
CSX,M280-##,1526,Smyrna,set out,North Platte
CSX,M280-##,1526,Smyrna,set out,Chicago
CSX,M280-##,1526,Smyrna,set out,Jessup
CSX,M280-##,1526,Smyrna,set out,Twin Oaks
CSX,M280-##,1526,Smyrna,set out,Buffalo
CSX,M280-##,1526,Smyrna,set out,Lordstown Auto
CSX,M281-##,1834,Chattanooga Wauhatchie CSX,pick up,Cartersville
CSX,M281-##,1834,Chattanooga Wauhatchie CSX,pick up,Atlanta
CSX,M281-##,1834,Chattanooga Wauhatchie CSX,pick up,and Waycross
CSX,M281-##,1840,Cartersville,set out,Cartersville
CSX,M281-##,1224,Atlanta Howell Yard,set out,Atlanta
CSX,M281-##,1224,Atlanta Howell Yard,set out,Waycross
CSX,M267-##,1811,Cleveland Collinwood Yard,set out,Cleveland
CSX,M267-##,1028,Willard,pick up,Walbridge
CSX,M267-##,1764,Walbridge,set out,Walbridge Manifest
CSX,M267-##,1764,Walbridge,set out,Auto
CSX,M267-##,1764,Walbridge,pick up,New Boston Auto
CSX,M267-##,1028,Willard,pick up,Walbridge
CSX,M267-##,1764,Walbridge,set out,Walbridge Manifest
CSX,M267-##,1764,Walbridge,set out,Auto
CSX,M267-##,1764,Walbridge,pick up,New Boston Auto
CSX,M246-##,2888,Pottersburg,set out,Pottersburg Empties
CSX,M246-##,2888,Pottersburg,set out,Pick Up Hammond
CSX,M267-##,2066,Ridgefield Park Auto Facility,pick up,Pottersburg
CSX,M267-##,2066,Ridgefield Park Auto Facility,pick up,Walbridge Auto
CSX,M267-##,1543,Buffalo Frontier Yard,set out,Pottersburg Empties
CSX,M267-##,1543,Buffalo Frontier Yard,set out,Pick Up Detroit
CSX,M267-##,1764,Walbridge,set out,Walbridge Auto
CSX,M267-##,1764,Walbridge,pick up,New Boston Auto
CSX,M214-##,1028,Willard,pick up,Walbridge Manifest
CSX,M215-##,1028,Willard,set out,Cleveland
CSX,M215-##,1028,Willard,set out,Willard
CSX,M215-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M246-##,2888,Pottersburg,set out,Pottersburg Empties
CSX,M246-##,2888,Pottersburg,set out,Pick Up Hammond
CSX,M246-##,2949,Garrett,set out,Chicago Manifest
CSX,M568-##,2949,Garrett,pick up,Walbridge
CSX,M267-##,2066,Ridgefield Park Auto Facility,pick up,Pottersburg
CSX,M267-##,2066,Ridgefield Park Auto Facility,pick up,Walbridge Auto
CSX,M267-##,1543,Buffalo Frontier Yard,set out,Pottersburg Empties
CSX,M267-##,1543,Buffalo Frontier Yard,set out,Pick Up Detroit
CSX,M267-##,1811,Cleveland Collinwood Yard,pick up,Walbridge
CSX,M267-##,1764,Walbridge,set out,Walbridge Auto
CSX,M267-##,1764,Walbridge,pick up,New Boston Auto
CSX,M224-##,1028,Willard,set out,Willard
CSX,M224-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M224-##,1028,Willard,set out,Willard
CSX,M224-##,1028,Willard,pick up,Lordstown Limestone
CSX,M224-##,1028,Willard,pick up,New Castle
CSX,M224-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M267-##,2066,Ridgefield Park Auto Facility,pick up,Pottersburg
CSX,M267-##,2066,Ridgefield Park Auto Facility,pick up,Walbridge Auto
CSX,M267-##,1028,Willard,pick up,Walbridge
CSX,M267-##,1764,Walbridge,set out,Walbridge
CSX,M267-##,1764,Walbridge,pick up,New Boston Auto
CSX,M246-##,2888,Pottersburg,set out,Pottersburg Empties
CSX,M246-##,2888,Pottersburg,set out,Pick Up Hammond
CSX,M246-##,2949,Garrett,pick up,Hammond Auto
CSX,M210-##,3707,Talladega CSX,pick up,Louisville
CSX,M210-##,3707,Talladega CSX,pick up,FL Auto
CSX,M210-##,3707,Talladega CSX,set out,Birmingham Empties
CSX,M210-##,3707,Talladega CSX,set out,BNSF Auto
CSX,M210-##,1805,Birmingham Boyles Yard,set out,FL Auto
CSX,M224-##,1764,Walbridge,set out,Walbridge Autos
CSX,M224-##,1764,Walbridge,set out,Pick Up Lordstown
CSX,M224-##,1764,Walbridge,set out,Jessup Auto
CSX,M224-##,1482,Lordstown CSX,set out,Lordstown Auto
CSX,M246-##,2888,Pottersburg,set out,Pottersburg Empties
CSX,M246-##,2888,Pottersburg,set out,Pick Up Hammond
CSX,M246-##,2949,Garrett,set out,Garrett
CSX,M246-##,2949,Garrett,pick up,Hammond Auto
CSX,M269-##,1811,Cleveland Collinwood Yard,pick up,Walbridge
CSX,M269-##,1028,Willard,pick up,Walbridge
CSX,M269-##,1490,New Boston,set out,New Boston
CSX,M210-##,3707,Talladega CSX,pick up,Cincinnati
CSX,M210-##,3707,Talladega CSX,pick up,FL Auto
CSX,M210-##,3707,Talladega CSX,set out,Birmingham Empties
CSX,M210-##,3707,Talladega CSX,set out,BNSF Auto
CSX,M210-##,1805,Birmingham Boyles Yard,set out,FL Auto
CSX,M509-##,1490,New Boston,pick up,Walbridge
CSX,M509-##,1490,New Boston,pick up,Selkirk
CSX,M509-##,1490,New Boston,pick up,Jessup
CSX,M509-##,1490,New Boston,pick up,and FL Auto
CSX,M280-##,1185,Cayce CSX,pick up,Wuahatchie
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,set out,Chattanooga
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,set out,Symrna
CSX,M280-##,1834,Chattanooga Wauhatchie CSX,pick up,Louisville Auto
CSX,M280-##,1526,Smyrna,set out,Smyrna Empties
CSX,M280-##,1526,Smyrna,set out,Pick Up ESTL UP
CSX,M280-##,1526,Smyrna,set out,North Platte
CSX,M280-##,1526,Smyrna,set out,Chicago
CSX,M280-##,1526,Smyrna,set out,Jessup
CSX,M280-##,1526,Smyrna,set out,Lordstown
CSX,M280-##,1526,Smyrna,set out,Selkirk
CSX,M280-##,1526,Smyrna,set out,Louisville Auto
CSX,M281-##,1489,Bowling Green CSX,set out,Bowling Green
CSX,M281-##,1224,Atlanta Howell Yard,pick up,Lawrenceville
CSX,M281-##,1224,Atlanta Howell Yard,pick up,Dixiana Auto
CSX,M281-##,1819,Greenwood Maxwell Yard,pick up,Cayce
CSX,M281-##,1819,Greenwood Maxwell Yard,pick up,Columbia Eastman
CSX,M281-##,1185,Cayce CSX,set out,Cayce
CSX,M281-##,1185,Cayce CSX,set out,Columbia Eastman
CSX,M210-##,3707,Talladega CSX,pick up,Cincinnati
CSX,M210-##,3707,Talladega CSX,pick up,FL Auto
CSX,M210-##,3707,Talladega CSX,set out,Birmingham Empties
CSX,M210-##,3707,Talladega CSX,set out,BNSF Auto
CSX,M210-##,1805,Birmingham Boyles Yard,set out,FL Auto
CSX,M210-##,1611,Avon,pick up,Walbridge
CSX,M210-##,1611,Avon,pick up,CN
CSX,M210-##,1611,Avon,pick up,LSRC
CSX,M210-##,1611,Avon,pick up,Detroit
CSX,M224-##,1739,Plymouth North Yard,pick up,Walbridge
CSX,M224-##,1739,Plymouth North Yard,pick up,Selkirk Auto
CSX,M224-##,1764,Walbridge,set out,Walbridge Autos
CSX,M224-##,1764,Walbridge,set out,Pick Up Lordstown
CSX,M224-##,1764,Walbridge,set out,Jessup Auto
CSX,M225-##,1764,Walbridge,set out,Walbridge Autos
CSX,M225-##,1764,Walbridge,set out,Pick Up New Boston
CSX,M225-##,1764,Walbridge,set out,Wayne Auto
CSX,M224-##,1739,Plymouth North Yard,pick up,Walbridge
CSX,M224-##,1739,Plymouth North Yard,pick up,Selkirk Auto
CSX,M224-##,1764,Walbridge,set out,Walbridge Autos
CSX,M224-##,1764,Walbridge,set out,Pick Up Lordstown
CSX,M224-##,1764,Walbridge,set out,Jessup
CSX,M224-##,1764,Walbridge,set out,Curtis Bay Auto
CSX,M224-##,1078,New Castle CSX,set out,Lordstown Auto
CSX,M225-##,1078,New Castle CSX,pick up,Toledo AA
CSX,M225-##,1078,New Castle CSX,pick up,Wayne CSX
CSX,M225-##,1078,New Castle CSX,pick up,New Boston Auto
CSX,M225-##,1764,Walbridge,set out,Toledo Autos
CSX,M225-##,1764,Walbridge,set out,Pick Up New Boston
CSX,M225-##,1764,Walbridge,set out,Wayne Auto
CSX,M210-##,3707,Talladega CSX,pick up,Nashville Autos
CSX,M210-##,3707,Talladega CSX,pick up,FL Auto
CSX,M210-##,3707,Talladega CSX,set out,Birmingham Empties
CSX,M210-##,3707,Talladega CSX,set out,BNSF Auto
CSX,M210-##,1805,Birmingham Boyles Yard,set out,FL Auto
CSX,M224-##,1739,Plymouth North Yard,pick up,Walbridge
CSX,M224-##,1739,Plymouth North Yard,pick up,Selkirk Auto
CSX,M224-##,1764,Walbridge,set out,Walbridge
CSX,M224-##,1764,Walbridge,set out,Selkirk Auto
CSX,M224-##,1764,Walbridge,pick up,Lordstown
CSX,M224-##,1764,Walbridge,pick up,Jessup
CSX,M224-##,1764,Walbridge,pick up,Curtis Bay Auto
CSX,M224-##,1078,New Castle CSX,set out,Lordstown Auto
CSX,M225-##,2219,McKeesport Demmler Yard,pick up,Willard
CSX,M225-##,1078,New Castle CSX,pick up,Toledo AA
CSX,M225-##,1078,New Castle CSX,pick up,Wayne CSX
CSX,M225-##,1078,New Castle CSX,pick up,New Boston Auto
CSX,M225-##,1028,Willard,set out,Willard
CSX,M225-##,1764,Walbridge,set out,Walbridge
CSX,M225-##,1764,Walbridge,set out,Toledo Autos
CSX,M225-##,1764,Walbridge,set out,Pick Up New Boston
CSX,M225-##,1764,Walbridge,set out,Wayne Auto
CSX,M225-##,1078,New Castle CSX,pick up,Toledo AA
CSX,M225-##,1078,New Castle CSX,pick up,Wayne CSX
CSX,M225-##,1078,New Castle CSX,pick up,New Boston Auto
CSX,M225-##,1028,Willard,set out,Willard
CSX,M225-##,1764,Walbridge,set out,Walbridge
CSX,M225-##,1764,Walbridge,set out,Toledo Autos
CSX,M225-##,1764,Walbridge,set out,Pick Up New Boston
CSX,M225-##,1764,Walbridge,set out,Wayne Auto
CSX,M212-##,1805,Birmingham Boyles Yard,set out,Birmingham Auto
CSX,M224-##,1764,Walbridge,set out,Auto
CSX,M224-##,1764,Walbridge,pick up,Cumberland
CSX,M224-##,1028,Willard,pick up,Cumberland
CSX,M224-##,1078,New Castle CSX,set out,Lordstown
CSX,M224-##,1078,New Castle CSX,set out,Jessup Auto
CSX,M224-##,1078,New Castle CSX,pick up,Cumberland
CSX,M224-##,2219,McKeesport Demmler Yard,pick up,Cumberland
CSX,M224-##,1456,Connellsville,pick up,Cumberland
CSX,M225-##,1456,Connellsville,set out,Connellsville
CSX,M225-##,1456,Connellsville,set out,Wheeling
CSX,M225-##,1456,Connellsville,set out,Lake Erie
CSX,M225-##,1028,Willard,set out,Willard
CSX,M225-##,1764,Walbridge,set out,Walbridge
CSX,M225-##,1764,Walbridge,set out,Walbridge Auto
CSX,M225-##,1764,Walbridge,pick up,Wayne Empties
CSX,M225-##,1764,Walbridge,pick up,New Boston Autos
CSX,M225-##,1764,Walbridge,pick up,Detroit Manifest
CSX,M225-##,1490,New Boston,set out,New Boston
CSX,M246-##,2888,Pottersburg,pick up,Hammond Auto
CSX,M246-##,2949,Garrett,set out,Chicago Barr
CSX,M246-##,2949,Garrett,set out,Chicago Clearing
CSX,M246-##,2949,Garrett,pick up,Hammond Auto
CSX,M568-##,2949,Garrett,pick up,Walbridge
CSX,M224-##,1739,Plymouth North Yard,pick up,Walbridge
CSX,M224-##,1739,Plymouth North Yard,pick up,Hammond
CSX,M224-##,1739,Plymouth North Yard,pick up,Selkirk
CSX,M224-##,1739,Plymouth North Yard,pick up,Cincinnati
CSX,M224-##,1739,Plymouth North Yard,pick up,FL Auto
CSX,M224-##,1764,Walbridge,set out,Auto
CSX,M224-##,1764,Walbridge,pick up,Cumberland
CSX,M224-##,1028,Willard,pick up,Cumberland
CSX,M224-##,1078,New Castle CSX,set out,Lordstown
CSX,M224-##,1078,New Castle CSX,set out,Jessup
CSX,M224-##,1078,New Castle CSX,set out,Twin Oaks Auto
CSX,M224-##,1078,New Castle CSX,pick up,Demmler
CSX,M224-##,1078,New Castle CSX,pick up,Cumberland
CSX,M224-##,2219,McKeesport Demmler Yard,set out,Demmler
CSX,M224-##,2219,McKeesport Demmler Yard,pick up,Cumberland
CSX,M224-##,1456,Connellsville,pick up,Cumberland
CSX,M225-##,1456,Connellsville,set out,Connellsville
CSX,M225-##,1456,Connellsville,set out,Wheeling
CSX,M225-##,1456,Connellsville,set out,Lake Erie
CSX,M225-##,2219,McKeesport Demmler Yard,pick up,Willard
CSX,M225-##,2219,McKeesport Demmler Yard,pick up,New Castle
CSX,M225-##,1078,New Castle CSX,set out,New Castle
CSX,M225-##,1078,New Castle CSX,pick up,Walbridge Auto
CSX,M225-##,1028,Willard,set out,Willard
CSX,M225-##,1764,Walbridge,set out,Walbridge
CSX,M225-##,1764,Walbridge,set out,Walbridge Auto
CSX,M225-##,1764,Walbridge,pick up,Wayne Empties
CSX,M225-##,1764,Walbridge,pick up,New Boston Autos
CSX,M225-##,1764,Walbridge,pick up,Detroit Manifest
CSX,M225-##,1490,New Boston,set out,New Boston
CSX,M224-##,1739,Plymouth North Yard,pick up,Walbridge
CSX,M224-##,1739,Plymouth North Yard,pick up,Hammond
CSX,M224-##,1739,Plymouth North Yard,pick up,Selkirk
